manufacturer,shortTitle,shortDescription,nettoprice,bruttoprice,images,category
HikVision,Montážní sada 1U 19,"Montážní sada do racku pro řadu DS-76xx/72xx, 1U 19",69,83,https://www.stasanet.cz/out/pictures/master/1/AF4D7E26-82C4-4BED-B876-B3D98AFD41F3__montazni-sada_1U-19.jpg,Montážní příslušenství | Příslušenství | HD TVI Hikvision (Turbo HD) | HD Analogové systémy | Kamerové systémy
HikVision,DS-KH8340-TCE2-W,"7"" dotykový bytový monitor, 2-drát, bílý",4577,5538,https://www.stasanet.cz/out/pictures/master/1/4A53E223-6ADF-427D-9A75-0DC0F2EEC08E__DS-KH8340-TCE2-W.jpg,IP videotelefony | Videotelefony Hikvision | Domovní telefony
Commax,S-7P,"Stříška proti dešti pro Commax DRC-5UC, DRC-6UC a DRC-7UC",580,702,https://www.stasanet.cz/out/pictures/master/1/88A7371A-2DA5-4A5B-9F87-5CCC994BF250__S-7P.jpg,Stříšky | Ochranné stříšky a krabičky | Videotelefony COMMAX - design | Domovní telefony
MAZi Security Systems GmbH,TVN-41IR,"4 Mpx venkovní antivandal dome AHD/TVI/CVI/CVBS kamera, rozlišení 2560×1440@25fps, objektiv f3.6mm, IR 25m, D-WDR, BLC, DNR, ICR, IP66",2020,2444,https://www.stasanet.cz/out/pictures/master/1/5F033D50-902A-4FD0-8F01-2E5B9CB09FE4__TVN-x1SMIR.jpg,Dome kamery | HD TVI kamery 4Mpx | HD TVI MAZi (Turbo HD+) | HD Analogové systémy | Kamerové systémy
2N TELEKOMUNIKACE,9135250E,Helios přídavný spínač,706,854,https://www.stasanet.cz/out/pictures/master/1/E74F2958-480B-4838-854E-2191C3AC01D4__2n-helios_pridavny-spinac.jpg,Doplňky | Helios Analog | 2N Interkomy | Domovní telefony
JABLOTRON ALARMS a.s.,JA-195PL,Víceúčelová montážní krabice - malá velikost,190,230,https://www.stasanet.cz/out/pictures/master/1/77361A69-EB01-4838-A3FF-778B6980F736__JA-195PL.jpg,Příslušenství | Sběrnicové prvky | JABLOTRON 100 | EZS Alarmy Jablotron
Estelar,AS-3002,"Sestava pro jedny dveře na čipy DALLAS, plechový kryt se síťovým zdrojem a možností zálohování (akumulátor TP1270 nutno objednat samostatně).",7960,9632,https://www.stasanet.cz/out/pictures/master/1/14AD7611-5F9F-4E2A-B10D-558EE9192956__AS-3002.jpg,Autonomní přístupové jednotky | Přístupové moduly a čtečky | ACS Docházkové systémy
Commax,S-4DC,Stříška proti dešti a sněhu pro dveřní kamerovou jednotku Commax DRC-4DC,620,750,https://www.stasanet.cz/out/pictures/master/1/1C5126FD-B870-47EC-83E7-832350E3BBD0__S-4DC.jpg,Stříšky | Ochranné stříšky a krabičky | Videotelefony COMMAX - design | Domovní telefony
Paradox,RAC1-433/868,Plnohodnotná klíčenka pro systém MAGELLAN obsahující navíc i zabudovanou PROXIMITY kartu pro nadstavbu ACCESS.,959,1160,https://www.stasanet.cz/out/pictures/master/1/8311E3D0-F297-42F3-837C-CE07A0D873C2__RAC1.jpg,Bezdrátové prvky MG | Systémy SPECTRA/ MAGELLAN | EZS Paradox a ostatní
LAN-TEC,CT-001+S,Krimpovací kleště s 3 otvory pro konektory RJ45/RJ12/RJ11 s přiloženým odizolovávačem datových kabelů,289,350,https://www.stasanet.cz/out/pictures/master/1/F1646C73-8462-404D-B4CE-F11A64C0474F__CT-001-S.jpg,Nářadí | Metalická kabeláž | SKS Strukturovaná kabeláž
MAZi Security Systems GmbH,IDH-42XR,"4 Mpx venkovní dome IP kamera, rozlišení 2688×1520 @ 20fps, objektiv f2.8mm, EXIR IR 30m, D-WDR, 3D DNR, ICR, ROI, H.264+, PoE, IP66",4450,5385,https://www.stasanet.cz/out/pictures/master/1/D38A746B-A716-4C34-9C72-F0A5C854F253__IDH-x2XR.jpg,4Mpx kamery | IP kamery MAZi | IP MAZi | IP kamerové systémy | Kamerové systémy
HikVision,DS-7104HQHI-K1,"Hybridní DVR pro 4+1 kamery AHD/TVI/CVI/CVBS/IP, nahrávání Full HD 1080p real-time (Lite), 1× SATA HDD (až 6TB), audio I/O, HDMI, VGA",2093,2533,https://www.stasanet.cz/out/pictures/master/1/CEB177EA-42F1-431F-8719-8C098C2F7AF7__DS-710x.jpg,4-kanálové | Záznamová zařízení | HD TVI Hikvision (Turbo HD) | HD Analogové systémy | Kamerové systémy
HikVision,DS-2CE16D8T-IT/36,"2MPix venkovní kamera TurboHD; ICR + EXIR + obj. 3,6mm",1081,1308,https://www.stasanet.cz/out/pictures/master/1/02B46687-6E32-458D-9BAE-1312123B9EC4__DS-2CE16FxT-IT.jpg,Kompaktní kamery | 2 Mpx kamery Low lux | HD TVI Hikvision (Turbo HD) | HD Analogové systémy | Kamerové systémy
Commax,CDV-70H,"Barevný handsfree videotelefon, 7'' (17.8 cm) LCD, 1 dveřní stanice, 2 domácí telefony DP-4VHP, dotyková tlačítka, modrá barva, napájení 230VAC",3950,4780,https://www.stasanet.cz/out/pictures/master/1/1036CB45-0FC0-4A27-957F-C7F5DAC8A2A0__CDV-70H.jpg,Videotelefony | Videotelefony COMMAX - design | Domovní telefony
HikVision,DS-K1802EK,Bezkontaktní čtečka EM s klávesnicí (HIKVISION),782,946,https://www.stasanet.cz/out/pictures/master/1/F2898DF2-DEF6-4A99-90F8-D89A45E7029E__DS-K1802MK.jpg,Čtečky | ACS Přístupové systémy
Commax,S-4NS,"Povrchová instalační krabička se stříškou pro dveřní stanice Commax DRC-8AC2, DRC-10AC2, DRC-12AC2, DRC-14AC2, hliníková slitina",950,1150,https://www.stasanet.cz/out/pictures/master/1/ABB83088-0F70-4BF7-A4BA-5B2FFE8DCC8C__S-4NS.jpg,Povrchové ins. krabičky | Ochranné stříšky a krabičky | Videotelefony COMMAX - design | Domovní telefony
Estelar,CL-700,"Řídící jednotka CL700 v plechovém krytu 244x187x62 mm,
vyžaduje externí napájení 12V DC",15900,19239,https://www.stasanet.cz/out/pictures/master/1/B52A6DC0-6582-4D90-BD87-100362405266__CL-700.jpg,Řídící jednotky | Přístupové moduly a čtečky | ACS Docházkové systémy
Paradox,IP-150 SWAN,"Modul určený pro komunikaci s ústřednami SP/MG/EVO přes LAN/INTERNET.Plné programování dálkově přesSW WINLOAD, BABYWARE, NEWARE",3996,4835,https://www.stasanet.cz/out/pictures/master/1/F00A3144-244E-43AD-ABA6-E711B048B492__IP150.jpg,Moduly | Systém DIGIPLEX EVO | EZS Paradox a ostatní
LAN-TEC,MJ-005 UTL/C5E-10ks,Modul MJ-005-UTL CAT 5e je určen pro montáž do modulárních zásuvek a patch panelů.,540,653,https://www.stasanet.cz/out/pictures/master/1/5E5049A2-0F48-4E5A-8616-4C91E8C76823__MJ-005-UTL-C5E.jpg,Keystony | Metalická kabeláž | SKS Strukturovaná kabeláž
HikVision,DS-2DF8425IX-AEL,IP PTZ kamera 4MPix; 25x ZOOM; Hi-PoE; ICR+3D-DNR+IR do 200m,39468,47756,https://www.stasanet.cz/out/pictures/master/1/BD7BF041-BF24-4E7E-A463-262AC2725319__DS-2DF82xxI-AEL.jpg,Kamery DarkFighter | IP Hikvision | IP kamerové systémy | Kamerové systémy
HikVision,DS-2CD2110F-I/4,"1,3MPix IP venkovní antivandal DOME kamera; ICR + IR + obj. 4mm",2208,2672,https://www.stasanet.cz/out/pictures/master/1/DF71839E-BCD6-4245-9817-9DC147CE286C__DS-2CD21x2FWD.jpg,1.3 Mpx | Kamery 2-Line | IP Hikvision | IP kamerové systémy | Kamerové systémy
MAZi Security Systems GmbH,INVR-04AL,"4-kanálový megapixelový síťový rekordér NVR, záznam v rozlišení až 5Mpx, datový tok 25/80 Mbps, 1×SATA (max. 4TB), HDMI, audio I/O",3080,3727,https://www.stasanet.cz/out/pictures/master/1/26A6C31E-385F-4E41-B5FF-882D3EA6BCC3__INVR-04AL.jpg,4 kanálové | Záznamová zařízení MAZi | IP MAZi | IP kamerové systémy | Kamerové systémy
Paradox,K32RF-433/868,"Bezdrátová LED pro řady SPECTRA SP / MAGELLAN MG (přes RTX3), zobrazení všech 32 zón pomocí oddělených LED.",2999,3629,https://www.stasanet.cz/out/pictures/master/1/1AF5EE12-4966-498E-A05D-2E387F5F8B4A__K32RF-433-868.jpg,Klávesnice SP/MG | Systémy SPECTRA/ MAGELLAN | EZS Paradox a ostatní
HikVision,DS-2DF8836I5V-AELW,"IP PTZ Laser kamera 4K 8MP; 36x ZOOM; Hi-PoE; ICR+3D-DNR+IR do 500m, Stěrač",125421,151759,https://www.stasanet.cz/out/pictures/master/1/4AD00D9F-A197-4631-B3E9-17CD6494E770__DS-2DF8x36I5-AELW.jpg,8 Mpx (4K) | PTZ kamery | IP Hikvision | IP kamerové systémy | Kamerové systémy
Commax,CDV-70M/DRC-40K,"Sada designového 7"" handsfree videotelefonu a kovové dveřní stanice, dotyková tlačítka, až 2 dveřní stanice, až 2 domácí telefony DP-4VHP",6280,7599,https://www.stasanet.cz/out/pictures/master/1/B4B19553-A26E-4E27-BD03-FB2513B163FD__CDV-70M_DRC-40K.jpg,Sady videotelefonů - standardní | Videotelefony COMMAX - design | Domovní telefony
,4FP 211 45.200,Domácí HandsFree Videotelefon s pamětí obrazu (stříbrný),5100,6171,https://www.stasanet.cz/out/pictures/master/1/E9FF0088-EE2B-43A7-A19A-1AAB021D7E54__4FP-211-45.200.jpg,Videotelefony a domácí telefony | Digitální systém videotelefonů | Tesla Stropkov | Domovní telefony
Commax,CDV-70H2 bílý,"Barevný handsfree videotelefon, 7'' (17.8 cm) LCD, 2 dveřní stanice, 2 domácí telefony DP-4VHP, dotyková tlačítka, modrá barva, napájení 230VAC",4250,5143,https://www.stasanet.cz/out/pictures/master/1/D6A564DD-AEAF-4424-874E-65E139881392__CDV-70H_white.jpg,Videotelefony | Videotelefony COMMAX - design | Domovní telefony
JABLOTRON ALARMS a.s.,TH-80,Termoelektrická hlavice pro řízení podlahového vytápěni a radiátoru. Uchycení k ventilu je jednoduché a rychlé s možnosti vysunutí napájecího konektoru.,425,514,https://www.stasanet.cz/out/pictures/master/1/63506D4D-CF0F-43A0-919B-E8B434399D2E__TH-80.jpg,Zónová regulace topení | JABLOTRON 100 | EZS Alarmy Jablotron
Paradox,PCS260,"GSM komunikátor se zabudovaným GSM modulem pro ústředny Paradox s přenosem GPRS/4G, v plastovém boxu",5750,6958,https://www.stasanet.cz/out/pictures/master/1/28C4C47D-653B-454E-A97F-84CCCE244595__PCS260.jpg,Moduly pro SP/MG | Systémy SPECTRA/ MAGELLAN | EZS Paradox a ostatní
JABLOTRON ALARMS a.s.,JA-182J,"Dálkový ovladač JA-182J je určen k dálkovému zajištění / odjištění systému, aktivaci panik poplachů a ovládání dalších zařízení.",612,741,https://www.stasanet.cz/out/pictures/master/1/2D5572DF-744F-463B-9C27-0F85137C05E6__ja182j.jpg,Dálková ovládání | Bezdrátové prvky | JABLOTRON 100 | EZS Alarmy Jablotron
Paradox,ZABEZPEČIT BYT,"Ekonomická varianta pro jednoduché zabezpečení bytu. Obsahuje ústřednu MG6250 + zdroj, magnetický kontakt DCT10, pohybový detektor PMD1P.",5995,7254,https://www.stasanet.cz/out/pictures/master/1/B7057F96-179A-4BEF-A6C7-8C3AA340E228__set_zabezpecit-byt.jpg,Systém EZS - akční sety | EZS Paradox a ostatní
HikVision,DS-7604NI-K1/4P,"4-kanálové NVR, datový tok 40/80Mbps, záznam až 8Mpx, podpora PoE napájení (max. 40W), 1×SATA (max. 6TB), HDMI (4K), audio I/O, napájení 48VDC",4002,4842,https://www.stasanet.cz/out/pictures/master/1/8E9EB9CF-0638-4B2F-9FD6-8A7C1D44B534__DS-76xxNI-E1.jpg,4-kanálové | Záznamová zařízení | IP Hikvision | IP kamerové systémy | Kamerové systémy
HikVision,DS-2CD4185F-IZ,IP kamera 4K(8MPix) s ICR; DWDR; PoE,19343,23405,https://www.stasanet.cz/out/pictures/master/1/E66726FA-C2FF-4453-8270-4A2A977C782E__DS-2CD41.jpg,8 Mpx (4K) | Kamery 4-Line | IP Hikvision | IP kamerové systémy | Kamerové systémy
HikVision,DS-2CD2T35FWD-I5/6,3MPix IP venkovní kamera; WDR+ICR+EXIR+obj.6mm,4209,5093,https://www.stasanet.cz/out/pictures/master/1/BAC2CCCF-2B51-416B-B7F2-C7E1BC4D3D18__DS-2CD2T.jpg,Kamery DarkFighter | IP Hikvision | IP kamerové systémy | Kamerové systémy
HikVision,DS-2CD5185G0-IZS,DS-2CD5185G0-IZS,15824,19147,https://www.stasanet.cz/out/pictures/master/1/47D5EEE4-2A65-4C55-AD49-595D7ECA491D__DS-2CD51.jpg,8 Mpx (4K) | Kamery 4-Line | IP Hikvision | IP kamerové systémy | Kamerové systémy
2N TELEKOMUNIKACE,9134148,ATEUS ENTRYCOM - Siemens adaptér,1029,1245,https://www.stasanet.cz/out/pictures/master/1/59CC5EF6-9DBF-4DE3-BC20-89B43F98ADE5__ateus-entrycom_siemens-adapter.jpg,Doplňky | Helios Analog | 2N Interkomy | Domovní telefony
,PS-K68-13V08A,"Univerzální napájecí zdroj, vstup 230 V, výstup 13,8 V, 0,8 A, je určen pro umístění do instalační krabice KP68/2, KU68, KPR68 nebo KU68/71L, KU68LD",355,430,https://www.stasanet.cz/out/pictures/master/1/D6533CA7-373B-4472-ABFB-A6410DBAD1C1__PS-K68-13V08A.jpg,Zdroje | Doplňky pro EZS | EZS Paradox a ostatní
,DR-75-24,Určeno pro napájení až čtyřech videotelefonů upravených pro nízkonapěťové napájení (17-30Vdc),1350,1634,https://www.stasanet.cz/out/pictures/master/1/9CF1059D-546C-425C-9794-7EA06E0CAFBB__dr-75-24.jpg,Externí zdroje | Videotelefony COMMAX - design | Domovní telefony
Sview,B320,"Venkovní montážní patice pro kompaktní a dome kamery SView VBxx a VDxx, více místa pro kabeláž, průměr 138mm, hliníková slitina, bílá barva",390,472,https://www.stasanet.cz/out/pictures/master/1/CCCAE46F-0F30-45E9-BBFD-4D0BB9714D2D__B320.jpg,Dome kamery | HD kamery 4 v 1 | HD Analogové systémy | Kamerové systémy
HikVision,DS-2CE5AD8T-VPIT3Z,"2MPix Ultra-Low Light venkovní DOME kamera TurboHD; ICR+EXIR+m.ZOOM f2,8-12mm",2254,2727,https://www.stasanet.cz/out/pictures/master/1/B91FAFFD-A641-4879-AA25-6CFF46B20F97__DS-2CE56F7T-AVPIT3Z.jpg,Dome kamery | 5 Mpx kamery Low lux | HD TVI Hikvision (Turbo HD) | HD Analogové systémy | Kamerové systémy
Commax,DRC-4M,"Plastová dveřní kamerová jednotka, 1 tlačítko, bez štítku, přísvit, povrchová montáž, napájení z videotelefonu",1990,2408,https://www.stasanet.cz/out/pictures/master/1/C160ADAF-0E2D-401C-90E0-119E4CC3199F__DRC-4M.jpg,Dveřní stanice | Videotelefony COMMAX - design | Domovní telefony
HikVision,DS-2TD2235D-25,"IP termo + Ultra Low-light kamera s duálním obj., s 120m IR přísvitem, WDR 120dB, Audio/1x Alarm IN/OUT",126873,153516,https://www.stasanet.cz/out/pictures/master/1/87ED0B90-B905-40D8-9B7E-9FDF3802B4C7__DS-2TD2235D.jpg,Termokamery | IP Hikvision | IP kamerové systémy | Kamerové systémy
LAN-TEC,AC-210 CB C5E,Spojovací krabice CAT 5e se zařezávacími noži LSA+. K zapojení vodičů je nutné použít nástroj pro tento typ svorkovnice.,55,67,https://www.stasanet.cz/out/pictures/master/1/36C01B8E-9500-4AE3-98CD-F9726D0885D7__AC-210-CB-C5E.jpg,Spojky | Metalická kabeláž | SKS Strukturovaná kabeláž
HikVision,DS-2CE56H0T-ITMF/28,"5 Mpx DOME kamera TurboHD; EXIR; IP67; obj. 2,8mm",1035,1252,https://www.stasanet.cz/out/pictures/master/1/012CF173-FF7E-41E1-AEDC-D3190DC4140C__DS-2CE56FxT-ITM.jpg,Dome kamery | 8 Mpx kamery Low lux | HD TVI Hikvision (Turbo HD) | HD Analogové systémy | Kamerové systémy
Commax,S-8N,Povrchová instalační krabička s ochrannou stříškou proti dešti a sněhu pro dveřní stanici Commax DRC-41UN,760,920,https://www.stasanet.cz/out/pictures/master/1/856459FA-671B-4FD1-B512-086C67C57873__S-8N.jpg,Povrchové ins. krabičky | Ochranné stříšky a krabičky | Videotelefony COMMAX - design | Domovní telefony
2N TELEKOMUNIKACE,9137161CU,Helios IP Vario je dveřní interkom pro provoz v IP prostředí za pomoci protokolu SIP. Verze 3x2 tlačítka + kamera,21097,25527,https://www.stasanet.cz/out/pictures/master/1/5DF14628-0398-428F-8AE3-CCCAE9FCF111__2n-helios-ip-vario_3x2-tlacitka-kamera.jpg,IP s kamerou | Helios IP Vario | 2N Interkomy | Domovní telefony
Uniview,IPC324ER3-DVPF28,"4Mpx venkovní antivandal dome IP kamera, objektiv f2.8mm, inteligentní přísvit IR 30m, WDR, alarm I/O, audio I/O, Micro SD, IP66, IK10",3390,4102,https://www.stasanet.cz/out/pictures/master/1/C0489F92-17D9-4EFE-9E7A-00032CA9C0F0__IPC32x.jpg,Dome kamery | IP kamery Uniview | IP Uniview | IP kamerové systémy | Kamerové systémy
HikVision,DS-2CD2045FWD-I/4,4 Mpx IP venkovní kamera; WDR+ICR+EXIR+obj. 4mm,3749,4536,https://www.stasanet.cz/out/pictures/master/1/696E7C68-2FFB-4237-A9FF-025F2162861F__DS-2CD20x5.jpg,4 Mpx | Kamery 2-Line | IP Hikvision | IP kamerové systémy | Kamerové systémy
HikVision,DS-2CD2T42WD-I8/12,"4 Mpx venkovní kompaktní IP kamera, rozlišení 2688×1520@20fps, objektiv f12mm, IR EXIR 80m, WDR (120dB), PoE napájení, H.264+, IP66",4140,5009,https://www.stasanet.cz/out/pictures/master/1/4E70955D-D0A6-414B-A60D-7DEC7A7ABE63__DS-2CD2T.jpg,4 Mpx | Kamery 2-Line | IP Hikvision | IP kamerové systémy | Kamerové systémy
MAZi Security Systems GmbH,HAVR-04HT,"4-kanálové hybridní DVR pro AHD/TVI/IP/analogové kamery, záznam až 4 Mpx, 1×SATA (až 6TB), alarm I/O, audio I/O, RS-485, HDMI, VGA, CVBS",3979,4815,https://www.stasanet.cz/out/pictures/master/1/58092726-53D4-4ACA-817E-B916D2EDC925__HAVR-04HT.jpg,4 kanálové | Záznamová zařízení | HD TVI MAZi (Turbo HD+) | HD Analogové systémy | Kamerové systémy
HikVision,DS-7208HUHI-F2/S,"8-kanálové hybridní DVR pro AHD/TVI/IP/analogové kamery, záznam až 5 Mpx, 2×SATA (až 12TB), alarm I/O, audio I/O, RS-485, HDMI 4K, VGA, CVBS",7988,9665,https://www.stasanet.cz/out/pictures/master/1/4E2E155B-05D4-420E-A52A-4991ABB9112A__DS-72xxHUHI-F2.jpg,8-kanálové | Záznamová zařízení | HD TVI Hikvision (Turbo HD) | HD Analogové systémy | Kamerové systémy
VAR-TEC,DWB 4-105,Infrabariéra o délce 105 cm se čtyřmi paprsky. Dodávaná v bílém nebo černém provedení.,2365,2862,https://www.stasanet.cz/out/pictures/master/1/0CED775F-3D47-4605-A26E-8EC70208AF8D__DWB-4-105.jpg,Infrabariéry | Venkovní detekce | EZS Paradox a ostatní
Paradox,Kryt detektoru malý,"Prázdný plastový kryt pro detektory menšího typu (PRO, DIGI 55/65).",131,159,https://www.stasanet.cz/out/pictures/master/1/5A566868-C733-42B4-A39E-A8D7D94045DC__DG55.jpg,Doplňky | Vnitřní detekce | EZS Paradox a ostatní
HikVision,DS-KAB02,"Montážní box pro dveřní kamerové jednotky DS-KV8x01-IM, Hikvision",782,946,https://www.stasanet.cz/out/pictures/master/1/1E9486EE-8B85-4878-8347-0F9E7C946555__DS-KAB02.jpg,Příslušenství | Videotelefony Hikvision | Domovní telefony
HikVision,DS-2DF6225X-AEL,IP PTZ kamera 2MPix; 25x ZOOM; 120dB; Hi-PoE; ICR+3D-DNR,30521,36930,https://www.stasanet.cz/out/pictures/master/1/5D581AF5-C936-4BB2-B414-965DDD7A6328__DS-2DF6.jpg,2 Mpx | PTZ kamery | IP Hikvision | IP kamerové systémy | Kamerové systémy
Commax,DRC-41UN,"Barevná kamerová jednotka, 1 tlačítko, elegantní design, štítek, přísvit, zápustná montáž, napájení z videotelefonu",3490,4223,https://www.stasanet.cz/out/pictures/master/1/9746BD22-E0AE-4D7B-B983-D31DA9C28D2F__DRC-41UN.jpg,Dveřní stanice | Videotelefony COMMAX - design | Domovní telefony
HikVision,DS-2CE56H1T-AITZ,"5 Mpx venkovní antivandal dome HD TVI kamera, rozlišení 2592×1944@20fps, motorizovaný objektiv f2.8-12mm, EXIR IR 30m, 12VDC nebo 24VAC, IP65",3197,3868,https://www.stasanet.cz/out/pictures/master/1/143D682D-FFDA-4517-B5D3-2197D0A4F7A1__DS-2CE56F7T-AITZ.jpg,Motor-Zoom kamery | 5 Mpx kamery | HD TVI Hikvision (Turbo HD) | HD Analogové systémy | Kamerové systémy
LAN-TEC,SA.0050.810,Podstavec pro 19'' rozvaděč EB 800x1000 mm,1199,1451,https://www.stasanet.cz/out/pictures/master/1/E014DF1F-2923-48EE-9874-8CAFBAE5D2B1__SA.0050.810.jpg,Příslušenství LAN-TEC | Datové rozvaděče | SKS Strukturovaná kabeláž
SCHRACK,DS458080-A,"Rozvaděč je dodáván kompletně smontovaný na dřěvěné paletě, na konstrukci je použit ocelový plech s profilem 1,5 mm.",17325,20963,https://www.stasanet.cz/out/pictures/master/1/CB53EF7C-AC95-4EEF-A842-DDB77EEB7389__DS158080-A.jpg,SCHRACK | Datové rozvaděče | SKS Strukturovaná kabeláž
Stasanet.cz,Leták Sentek-Forlife,"Informační leták autonomních a systémových opticko-kouřových požárních detektorů, včetně technických parametrů a katalogových cen",1,1,https://www.stasanet.cz/out/pictures/master/1/3D371EE7-1DEC-424A-B2B8-40CBBB7061E2__letak_sentek-forlife.jpg,Letáky a katalogy | Marketing
,4FN 216 25.16/2,Telefonní spínač přídavného akustické nebo světelné signalizace napájené 230V/50Hz,750,908,https://www.stasanet.cz/out/pictures/master/1/E3AECDD4-C0D7-481F-AA32-E46D442E9E9E__4FN-216-25.16-2.jpg,Příslušenství | Dveřní stanice KARAT-INOX | Digitální systém videotelefonů | Tesla Stropkov | Domovní telefony
ACI Farfisa,TD2000,"Digitální antivandal video dveřní stanice pro systém DUO, série Solvo, objektiv f2.3mm, min. světelnost 1.0 lux, LCD, klávesnice, LED přísvit, 4 stavové ikony",10990,13298,https://www.stasanet.cz/out/pictures/master/1/5B7912B2-CBD3-4E72-B73A-7EF093F0BEE7__TD2000.jpg,Dveřní stanice Solvo | Digitální systém DUO | Videotelefony Farfisa - modularita | Domovní telefony
HikVision,DS-2AE4215TI-D,Venkovní PTZ kamera 2MP; 4v1; 15x opt. ZOOM; IR do 100m,7590,9184,https://www.stasanet.cz/out/pictures/master/1/CBF980E3-FBD4-4A56-A550-ED965679079E__DS-2DE4xxxI.jpg,Motor-Zoom kamery | 2 Mpx kamery | HD TVI Hikvision (Turbo HD) | HD Analogové systémy | Kamerové systémy
MAZi Security Systems GmbH,STMH-2023R,"2 Mpx venkovní PTZ dome HD TVI kamera, Full HD 1080p, objektiv f4-92mm, 23× optický zoom, IR 100m, D-WDR, EIS, ICR, UTC, RS-485, IP66",13200,15972,https://www.stasanet.cz/out/pictures/master/1/6AA86F8E-468B-441B-A520-29E409307C29__STMH-2023R.jpg,Dome kamery | HD TVI kamery 1080p | HD TVI MAZi (Turbo HD+) | HD Analogové systémy | Kamerové systémy
